composition,temperature,temp_value,element,n_runs,D_ensemble,R2_ensemble,intercept
Sn5O4Pt2,1000K,1000,Pt,1,4.069511556828053e-06,0.907440739826164,-1.692487867248225
Sn5O4Pt2,1000K,1000,PtSn,1,2.9896643239941886e-06,0.9185216454935622,-1.2483446722832223
Sn5O4Pt2,1000K,1000,Sn,1,2.279853262895251e-06,0.9260241689599067,-0.9564007346970964
Sn5O4Pt2,1100K,1100,Pt,2,1.3188333478705128e-06,0.7079020698020149,7.279833695151992
Sn5O4Pt2,1100K,1100,PtSn,2,1.3999311410854954e-06,0.8676383164361456,4.4382556491529765
Sn5O4Pt2,1100K,1100,Sn,2,1.4532393870481567e-06,0.9136835869288817,2.5704096540154664
Sn5O4Pt2,700K,700,Pt,2,3.1961326726314654e-07,0.8154145349015424,1.4936499863131272
Sn5O4Pt2,700K,700,PtSn,2,2.2466476126008222e-07,0.8382378591698133,0.9730351426683483
Sn5O4Pt2,700K,700,Sn,2,1.6225260474640915e-07,0.8113496283549715,0.6308212718241629
Sn5O4Pt2,800K,800,Pt,1,4.770952362238814e-06,0.9618753239851103,-6.26442470895277
Sn5O4Pt2,800K,800,PtSn,1,3.0906215877150955e-06,0.9643218437653924,-3.528772370741107
Sn5O4Pt2,800K,800,Sn,1,1.986096496667309e-06,0.9660378751198861,-1.7305569180133684
Sn10Pt7O4,1100K,1100,Pt,3,1.4903146482654901e-06,0.748741575073456,12.598209359598592
Sn10Pt7O4,1100K,1100,PtSn,3,1.512056984098558e-06,0.8592027913987609,10.438066347292011
Sn10Pt7O4,1100K,1100,Sn,3,2.595736173455045e-06,0.9625378291254852,5.229325700262331
Sn10Pt7O4,500K,500,Pt,1,1.2770708643036483e-07,0.859286486690549,0.25797414821416154
Sn10Pt7O4,500K,500,PtSn,1,1.0598062286584258e-07,0.8349759906402447,0.3405422996800669
Sn10Pt7O4,500K,500,Sn,1,8.098822045390256e-08,0.7364235157455821,0.4355220787069446
Sn10Pt7O4,600K,600,Pt,1,1.4741716792603322e-07,0.7778299080569101,0.5801305834635323
Sn10Pt7O4,600K,600,PtSn,1,1.0847789013121218e-07,0.7728418492718913,0.6205259611958158
Sn10Pt7O4,600K,600,Sn,3,2.023786159183901e-08,0.4200197415345889,0.5121303409419063
Sn10Pt7O4,700K,700,Pt,2,1.6432463667747494e-07,0.845946715177544,0.9438096688532891
Sn10Pt7O4,700K,700,PtSn,2,1.1738849586493957e-07,0.7710873584733462,0.9705460489823764
Sn10Pt7O4,700K,700,Sn,2,6.339695582315532e-08,0.4997547504646238,1.001301170653047
Pt7Sn9O4,1000K,1000,Pt,1,2.443806387652675e-06,0.96203928443302,4.6962905625578415
Pt7Sn9O4,1000K,1000,PtSn,1,2.1023341214095372e-06,0.9413218343451575,5.000786664964156
Pt7Sn9O4,1000K,1000,Sn,1,1.665886999366545e-06,0.8664356140073979,5.389971085752311
Pt7Sn9O4,1100K,1100,Pt,2,2.348356590743159e-06,0.9637646476805903,5.922747868370646
Pt7Sn9O4,1100K,1100,PtSn,4,1.4562728903223564e-06,0.9191061905058737,6.60042226769288
Pt7Sn9O4,1100K,1100,Sn,4,1.1539223227081826e-06,0.9367032404255744,5.4928204834644525
Pt7Sn9O4,300K,300,Pt,1,2.1627041800713755e-07,0.8422716682865234,-0.008870589712022259
Pt7Sn9O4,300K,300,PtSn,1,1.635536228903324e-07,0.8135703873319848,0.05361432498014007
Pt7Sn9O4,300K,300,Sn,1,9.617437238233284e-08,0.6955681620678954,0.13347874739561394
Pt7Sn9O4,400K,400,Pt,1,1.333845067395443e-07,0.6654032198522642,0.8112351824233252
Pt7Sn9O4,400K,400,PtSn,1,2.567672506122998e-07,0.9322901146518984,0.4196569046086913
Pt7Sn9O4,400K,400,Sn,1,4.144670281774197e-07,0.9503805903820641,-0.08083334898977768
Pt7Sn9O4,800K,800,Pt,3,8.422948338348278e-07,0.9811980461785609,2.0239261378210394
Pt7Sn9O4,800K,800,PtSn,3,7.284420974194375e-07,0.9767254793195612,2.063500767221164
Pt7Sn9O4,800K,800,Sn,1,1.1654249256176738e-06,0.9397388661572764,1.985239329569782
O4Pt3Sn6,1000K,1000,Pt,1,3.8026935953538753e-06,0.9411550275182425,2.9239863908924946
O4Pt3Sn6,1000K,1000,PtSn,1,2.101606638840851e-06,0.9247890242674007,2.2544668731449136
O4Pt3Sn6,1000K,1000,Sn,1,1.3532930872960362e-06,0.9348760790434809,2.4751238781005567
O4Pt3Sn6,1100K,1100,Pt,1,7.847800457973995e-06,0.880546815072796,-10.994757331560987
O4Pt3Sn6,1100K,1100,PtSn,1,4.899184107521046e-06,0.8833123594467119,-6.471520640734354
O4Pt3Sn6,1100K,1100,Sn,1,2.4764306920674082e-06,0.8857890449921789,-2.7549687341348346
O4Pt3Sn6,400K,400,Pt,1,-1.1421891888100817e-08,0.18603909240366875,0.3652712789511507
O4Pt3Sn6,400K,400,PtSn,1,-6.784987161436601e-09,0.13804200325126362,0.2980056204932007
O4Pt3Sn6,400K,400,Sn,1,-2.9750443863200228e-09,0.04446588983719552,0.24273631432359258
O4Pt3Sn6,500K,500,Pt,2,1.535295407524989e-08,0.10158608343328439,0.462433964360021
O4Pt3Sn6,500K,500,PtSn,2,1.135469657437143e-08,0.1066701927124926,0.3812979617171302
O4Pt3Sn6,500K,500,Sn,2,8.069497667928839e-09,0.10307271877888109,0.31463196109352026
O4Pt3Sn6,600K,600,Pt,1,1.1826060143944674e-06,0.6284238809322867,3.894059306757944
O4Pt3Sn6,600K,600,PtSn,1,8.380256119481987e-07,0.6132963496325806,3.1921619355363733
O4Pt3Sn6,600K,600,Sn,1,5.548985986836875e-07,0.5816525974591217,2.6154424312781206
O4Pt3Sn6,700K,700,Pt,1,6.791235475557456e-07,0.688909352506983,3.707258917403574
O4Pt3Sn6,700K,700,PtSn,1,6.94416748098924e-07,0.8385819329273401,2.912366594153518
O4Pt3Sn6,700K,700,Sn,1,7.069825117039055e-07,0.907878744871097,2.2592371753753224
O4Pt3Sn6,800K,800,Pt,3,7.695836987781263e-07,0.9012109755999512,0.5885477444159335
O4Pt3Sn6,800K,800,PtSn,3,5.974678256728459e-07,0.9332128453770742,0.5839596863136256
O4Pt3Sn6,800K,800,Sn,1,1.2698749141818075e-06,0.9583164708169123,0.3740398895737691
O4Pt3Sn6,900K,900,Pt,2,1.3397626598333547e-06,0.9291789529658395,2.07913707028296
O4Pt3Sn6,900K,900,PtSn,2,8.433785317292071e-07,0.9156936361765246,1.4875822833025643
O4Pt3Sn6,900K,900,Sn,2,4.3552064906483566e-07,0.8573943286053751,1.0015270364996645
Sn7Pt4O3,1000K,1000,Pt,1,5.903064401527021e-07,0.20502598526533589,10.909894644233058
Sn7Pt4O3,1000K,1000,PtSn,1,2.441034756030856e-07,0.059382832706154604,9.493498956367754
Sn7Pt4O3,1000K,1000,Sn,3,3.232430527515576e-07,0.3681203401163386,4.757443628403053
Sn7Pt4O3,1100K,1100,Pt,5,1.674504237024756e-06,0.9421019975451854,7.246313292616817
Sn7Pt4O3,1100K,1100,PtSn,3,1.4052900507274313e-06,0.9152918773221224,7.291558225261739
Sn7Pt4O3,1100K,1100,Sn,5,1.2022553976878854e-06,0.8941386367815872,5.258816066903095
Sn7Pt4O3,200K,200,Pt,1,2.2851330088506621e-07,0.935774521011333,0.281681757398915
Sn7Pt4O3,200K,200,PtSn,1,1.8604065859545264e-07,0.936422631486005,0.2588107150639458
Sn7Pt4O3,200K,200,Sn,1,1.4615732627669702e-07,0.9293161808104767,0.23733378688331364
Sn7Pt4O3,300K,300,Pt,1,-3.8027007292204886e-08,0.18900248457087923,1.0094434586907703
Sn7Pt4O3,300K,300,PtSn,1,-3.2361914709067276e-08,0.2096141129897206,0.8437527986213331
Sn7Pt4O3,300K,300,Sn,1,-2.7042188618828013e-08,0.2361806969197425,0.6881632715401335
Sn7Pt4O3,400K,400,Pt,1,9.840289599856208e-07,0.7666881263212789,-0.249331267330267
Sn7Pt4O3,400K,400,PtSn,1,1.076924310504386e-06,0.785056373863431,-0.24052737864508345
Sn7Pt4O3,400K,400,Sn,1,1.1641572338375104e-06,0.7973750234687996,-0.23226199880256004
Sn7Pt4O3,500K,500,Pt,3,2.745332021804483e-07,0.8719084201659915,1.4500221905401405
Sn7Pt4O3,500K,500,PtSn,1,6.932396659641155e-07,0.8922666801470234,1.0946074369720007
Sn7Pt4O3,500K,500,Sn,1,7.505064326162557e-07,0.875072284950086,1.1176968266339347
Sn7Pt4O3,900K,900,Pt,2,4.7654466981870885e-07,0.1655427885677872,14.310732917461232
Sn7Pt4O3,900K,900,PtSn,1,1.8203512505436385e-07,0.032383259314876754,14.214390555982611
Sn7Pt4O3,900K,900,Sn,1,-1.9813265656185102e-07,0.06624407855549956,10.75981027755146
O3Sn5Pt3,1100K,1100,Pt,1,2.39065762020797e-06,0.8782441857792129,2.6653850881973504
O3Sn5Pt3,1100K,1100,PtSn,3,1.147313501430601e-06,0.9156570333571561,2.4682872056126843
O3Sn5Pt3,1100K,1100,Sn,3,8.113963504830749e-07,0.8529446969435537,2.979938435681974
O3Sn5Pt3,200K,200,Pt,1,1.2312147168187332e-07,0.5480984383093875,0.03328453879949633
O3Sn5Pt3,200K,200,PtSn,1,9.645526859816914e-08,0.5443518483654444,0.041303792808263684
O3Sn5Pt3,200K,200,Sn,1,7.01626781700982e-08,0.5333156381097924,0.04921063264149467
O3Sn5Pt3,400K,400,Pt,1,-1.892814117529069e-08,0.4514323246831846,0.3295585716038931
O3Sn5Pt3,400K,400,PtSn,1,-1.6089567600398924e-08,0.45592034818757166,0.29888579855643604
O3Sn5Pt3,400K,400,Sn,3,-1.4893935983543631e-09,0.021510770480099264,0.2196571895915177
O3Sn5Pt3,600K,600,Pt,1,-2.525085402335847e-07,0.486340700554096,3.060572102748476
O3Sn5Pt3,600K,600,PtSn,1,-1.9909295448328583e-07,0.474598335984883,2.5003544421738004
O3Sn5Pt3,600K,600,Sn,1,-1.4642584226901573e-07,0.45087536053070987,1.9479861700998113
O3Sn5Pt3,800K,800,Pt,1,2.4386643494752518e-06,0.9521838364153129,2.549869394017639
O3Sn5Pt3,800K,800,PtSn,1,1.985037735092139e-06,0.9559323213937186,1.9473190611144062
O3Sn5Pt3,800K,800,Sn,1,1.537766587687034e-06,0.9420461763748383,1.35321004297756
O3Sn5Pt3,900K,900,Pt,1,2.3285056739715535e-06,0.7214656959017918,6.424210207242686
O3Sn5Pt3,900K,900,PtSn,1,4.104079519293488e-06,0.9003973652624009,4.294714226552788
O3Sn5Pt3,900K,900,Sn,1,5.854776484153457e-06,0.9514027486356934,2.1950529090753825
O3Sn4Pt2,1000K,1000,Pt,1,3.410634566814283e-06,0.8780447381028529,-2.812169936360254
O3Sn4Pt2,1000K,1000,PtSn,1,2.005882481211907e-06,0.8737582435671343,-1.4119597574903047
O3Sn4Pt2,1000K,1000,Sn,1,8.516578346322771e-07,0.8075661716895093,-0.2614697654584148
O3Sn4Pt2,1100K,1100,Pt,1,1.2921032873959924e-06,0.8318144241081591,3.353381015318943
O3Sn4Pt2,1100K,1100,PtSn,1,6.443523747242437e-07,0.7855288807461649,2.1955121112504643
O3Sn4Pt2,1100K,1100,Sn,3,3.291432996321502e-08,0.19317247171396687,1.2894517490163442
O3Sn4Pt2,400K,400,Pt,1,-4.426318516999244e-09,0.2024953614069119,0.11852790225869504
O3Sn4Pt2,400K,400,PtSn,1,-3.681973667588606e-09,0.30984298938334187,0.11246767219098029
O3Sn4Pt2,400K,400,Sn,1,-3.0703799193629336e-09,0.2410723064083842,0.10748825672261159
O3Sn4Pt2,500K,500,Pt,2,5.260210668055734e-09,0.21298554059946864,0.11159341916042585
O3Sn4Pt2,500K,500,PtSn,2,2.0620991869857365e-09,0.09102678743743586,0.12161247645874299
O3Sn4Pt2,500K,500,Sn,2,-5.656501763885739e-10,0.007290516639731493,0.12984469297551085
O3Sn4Pt2,600K,600,Pt,1,-1.4706490189171382e-08,0.5520109849039089,0.22202310087972513
O3Sn4Pt2,600K,600,PtSn,1,-1.2775037596192649e-08,0.642978394830019,0.21741716019579427
O3Sn4Pt2,600K,600,Sn,3,-5.177555770801048e-09,0.4435203030376071,0.1733891633436788
O3Sn4Pt2,700K,700,Pt,1,1.7587930265671414e-06,0.9592895343306166,-0.5003293746835045
O3Sn4Pt2,700K,700,PtSn,1,8.365406823676955e-07,0.9545067040065573,0.1290640096167026
O3Sn4Pt2,700K,700,Sn,3,5.7247765698689995e-08,0.739610079615493,0.4410367621884974
O3Sn4Pt2,800K,800,Pt,1,1.2657350125583156e-06,0.9281585429025608,0.017615475535089686
O3Sn4Pt2,800K,800,PtSn,1,6.382956152860283e-07,0.9285303281925432,0.24304800587992403
O3Sn4Pt2,800K,800,Sn,1,1.227554809554203e-07,0.7732314224262498,0.4282749728554812
O3Pt5Sn7,1000K,1000,Pt,2,3.129164807595019e-06,0.844081787251017,13.751148597406079
O3Pt5Sn7,1000K,1000,PtSn,2,2.1082428397448885e-06,0.7734683946414868,12.594503948429999
O3Pt5Sn7,1000K,1000,Sn,2,9.098873900919632e-07,0.4801029290333956,11.236846764187469
O3Pt5Sn7,1100K,1100,Pt,5,1.848010932410826e-06,0.8782334165938438,11.540063577640394
O3Pt5Sn7,1100K,1100,PtSn,6,1.5487845680029382e-06,0.9384439238875959,8.940456939545724
O3Pt5Sn7,1100K,1100,Sn,6,1.3073098947317245e-06,0.9534063977965161,6.673065658533116
O3Pt5Sn7,400K,400,Pt,1,4.158815894330267e-07,0.8342860807307646,1.201395178816338
O3Pt5Sn7,400K,400,PtSn,1,5.097527296406054e-07,0.9058978158085023,0.6651713990043144
O3Pt5Sn7,400K,400,Sn,1,6.199385925703463e-07,0.9299414819843211,0.03575320835482154
O3Pt5Sn7,500K,500,Pt,1,9.275464029063282e-07,0.9513386041854992,0.7926576596647825
O3Pt5Sn7,500K,500,PtSn,1,6.297156601063864e-07,0.933078641726435,1.1603655242789324
O3Pt5Sn7,500K,500,Sn,1,2.8012337295653133e-07,0.7292293193168079,1.5919789620970797
O3Pt5Sn7,600K,600,Pt,1,1.2608898198854773e-06,0.9264561617261539,1.2047769579180425
O3Pt5Sn7,600K,600,PtSn,1,1.007353212206449e-06,0.9323642518605867,1.0310029384099044
O3Pt5Sn7,600K,600,Sn,1,7.0975250085769e-07,0.9300579452577908,0.8270297994282716
O3Pt5Sn7,800K,800,Pt,3,9.435215560678492e-07,0.9748381306258508,1.6256340143596137
O3Pt5Sn7,800K,800,PtSn,3,6.817326961075465e-07,0.9649739537093643,1.6223255101903704
O3Pt5Sn7,800K,800,Sn,1,9.33150291057e-07,0.901263481517388,1.4012194156810631
Sn6Pt5O2,1000K,1000,Pt,1,3.16949339376485e-07,0.1675756290573867,11.367154787720153
Sn6Pt5O2,1000K,1000,PtSn,1,1.7419590683829073e-07,0.07518223149907,10.077284269676632
Sn6Pt5O2,1000K,1000,Sn,1,-2.1295037424581814e-08,0.001267151766936992,8.310899375652497
Sn6Pt5O2,1100K,1100,Pt,4,3.2514559717459397e-06,0.9162115799699115,11.395055957320483
Sn6Pt5O2,1100K,1100,PtSn,4,2.9211187854696795e-06,0.9310752071497005,9.49326034871202
Sn6Pt5O2,1100K,1100,Sn,4,2.4687453391475866e-06,0.9481338325180249,6.8888878787069
Sn6Pt5O2,200K,200,Pt,1,-1.1699952330187053e-08,0.43169733576614855,0.19833327609077717
Sn6Pt5O2,200K,200,PtSn,1,-1.0795060229986999e-08,0.4341026942549375,0.18831761259817037
Sn6Pt5O2,200K,200,Sn,1,-9.555869670268786e-09,0.41643723367643787,0.17460185101704317
Sn6Pt5O2,300K,300,Pt,3,1.901718716876654e-07,0.9053438961381651,0.7025743828262482
Sn6Pt5O2,300K,300,PtSn,1,4.2625538621812713e-07,0.867622997310644,0.6571534692277723
Sn6Pt5O2,300K,300,Sn,1,4.133768727130547e-07,0.8765839556701088,0.6275018781603161
Sn6Pt5O2,400K,400,Pt,1,1.5696619673931325e-07,0.4172438675353609,1.978260265708824
Sn6Pt5O2,400K,400,PtSn,1,1.4967402464053738e-07,0.47249701094361796,1.788063285568243
Sn6Pt5O2,400K,400,Sn,1,1.3968799326282456e-07,0.5323589359965591,1.5276017207785313
Sn6Pt5O2,800K,800,Pt,2,1.326138978795397e-06,0.631077716751492,7.21608597826055
Sn6Pt5O2,800K,800,PtSn,2,1.352216020398115e-06,0.7358480876029007,5.794958012399664
Sn6Pt5O2,800K,800,Sn,4,1.1571363594655265e-06,0.9289990463650041,4.2249501093843795
Sn6Pt5O2,900K,900,Pt,1,3.856634890010512e-06,0.9323877030542386,9.5901490892577
Sn6Pt5O2,900K,900,PtSn,1,3.701281353933636e-06,0.9274619350553118,9.6625490216245
Sn6Pt5O2,900K,900,Sn,1,3.4885354306121004e-06,0.9021359806550843,9.76170031700688
Sn5O2Pt4,1000K,1000,Pt,1,7.80651937482767e-07,0.653367636212584,4.373280455456494
Sn5O2Pt4,1000K,1000,PtSn,1,8.146566182504614e-07,0.7910005502324132,2.8521943097541156
Sn5O2Pt4,1000K,1000,Sn,1,8.593612102316668e-07,0.8463156038084546,0.8524935370573017
Sn5O2Pt4,1100K,1100,Pt,2,1.7929468634932993e-07,0.06648883062419912,10.458063580725065
Sn5O2Pt4,1100K,1100,PtSn,2,5.087716656542755e-07,0.5599985763059544,7.113728902454875
Sn5O2Pt4,1100K,1100,Sn,2,9.419194625144854e-07,0.9435553462016278,2.7170904241150664
Sn5O2Pt4,300K,300,Pt,2,1.9389252948325137e-08,0.009897299207241785,1.4449341137444238
Sn5O2Pt4,300K,300,PtSn,2,1.782887537843492e-08,0.009306472505725439,1.3735722858893518
Sn5O2Pt4,300K,300,Sn,2,1.577753549555381e-08,0.00838465417267531,1.2797563650048291
Sn5O2Pt4,600K,600,Pt,1,8.099443284409842e-07,0.9552192854985253,0.8475549658130124
Sn5O2Pt4,600K,600,PtSn,1,5.121301669942544e-07,0.914490079017557,1.1319275209240045
Sn5O2Pt4,600K,600,Sn,3,5.266766113316044e-08,0.2103506828991794,1.529089743939069
Sn5O2Pt4,700K,700,Pt,1,4.315781882614664e-07,0.6204605522260942,1.995137246192086
Sn5O2Pt4,700K,700,PtSn,3,1.2632668126689283e-07,0.5399377132718627,1.8710903036307087
Sn5O2Pt4,700K,700,Sn,1,2.0791848175505633e-07,0.37081714640052515,1.7519413619455046
Sn5O2Pt4,900K,900,Pt,3,9.53371646754242e-07,0.974691865243111,1.4776861790043014
Sn5O2Pt4,900K,900,PtSn,3,7.103267945666349e-07,0.9704824642492796,1.362261770813629
Sn5O2Pt4,900K,900,Sn,1,1.028358853827404e-06,0.9034249721832581,-0.1242523346038169
Sn3O2Pt2,1000K,1000,Pt,3,4.6410174312163775e-08,0.29524327097355657,0.8999924005745529
Sn3O2Pt2,1000K,1000,PtSn,3,3.312513527059867e-08,0.27335565380321336,0.7810717819018356
Sn3O2Pt2,1000K,1000,Sn,1,7.0014356217966e-08,0.573652195263765,0.5065337343529039
Sn3O2Pt2,1100K,1100,Pt,1,3.526789416947954e-07,0.644905973204022,1.245280750070266
Sn3O2Pt2,1100K,1100,PtSn,1,1.8438109449472745e-07,0.5888878510179812,1.0643552400433083
Sn3O2Pt2,1100K,1100,Sn,1,3.532084528033352e-12,2.0503772486660237e-09,0.8661428592953385
Sn3O2Pt2,300K,300,Pt,3,2.123893072892482e-09,0.18137132139638856,0.061981048022723625
Sn3O2Pt2,300K,300,PtSn,2,1.7488241252018133e-09,0.1289255232830718,0.0693898363150661
Sn3O2Pt2,300K,300,Sn,3,1.8216426166179532e-09,0.13499136619609758,0.08129363183346276
Sn3O2Pt2,400K,400,Pt,1,1.731198392422649e-07,0.9454102589029261,0.168982261352979
Sn3O2Pt2,400K,400,PtSn,1,1.2568372609082238e-07,0.9358591336621942,0.2088323234871693
Sn3O2Pt2,400K,400,Sn,1,7.371537775456593e-08,0.8692248638868136,0.25248981649322105
Sn3O2Pt2,500K,500,Pt,1,2.2520763763436324e-07,0.9340048897789771,0.07969758961821016
Sn3O2Pt2,500K,500,PtSn,1,1.639337289224565e-07,0.9281173486423308,0.13299998862958495
Sn3O2Pt2,500K,500,Sn,1,9.680547427028571e-08,0.8887450692162769,0.19139527078952512
Sn3O2Pt2,700K,700,Pt,1,-4.9648074109148605e-08,0.10269810554884391,1.1191899458507026
Sn3O2Pt2,700K,700,PtSn,1,-3.800359831342478e-08,0.1061196408841002,0.9185491167791112
Sn3O2Pt2,700K,700,Sn,3,7.560258423771306e-09,0.05040833211512972,0.49311138133618626
Sn3O2Pt2,800K,800,Pt,2,1.8315205938115275e-08,0.04417643724569866,0.9577820990855662
Sn3O2Pt2,800K,800,PtSn,2,1.8639214483382024e-08,0.07444408564849886,0.8038727469628374
Sn3O2Pt2,800K,800,Sn,2,1.8994174007049426e-08,0.13496737576292298,0.6352585336278689
Pt3Sn3O2,1000K,1000,Pt,1,1.533226269251741e-06,0.6913192654740551,1.4259857580932565
Pt3Sn3O2,1000K,1000,PtSn,1,1.1862079435609042e-06,0.7106561176568791,0.9482875487073636
Pt3Sn3O2,1000K,1000,Sn,1,6.159485178090107e-07,0.762100109611576,0.16327536991326363
Pt3Sn3O2,1100K,1100,Pt,2,5.831483746930485e-07,0.9135950259700363,1.948728427985575
Pt3Sn3O2,1100K,1100,PtSn,4,4.6480110847450884e-07,0.9402617363593855,1.4497412677628234
Pt3Sn3O2,1100K,1100,Sn,4,4.5752047133269326e-07,0.9200195905469888,0.7182648456673588
Pt3Sn3O2,200K,200,Pt,1,3.863184531836132e-09,0.08090945473526572,0.12589025940431298
Pt3Sn3O2,200K,200,PtSn,1,6.045179872941627e-09,0.25790157715310386,0.10446800427810383
Pt3Sn3O2,200K,200,Sn,1,9.630884719729813e-09,0.5378689963112748,0.06926447437557767
Pt3Sn3O2,400K,400,Pt,2,-3.205570502457618e-08,0.4241386204693031,0.7379475767282371
Pt3Sn3O2,400K,400,PtSn,2,-1.9223964563065015e-08,0.3757872219378316,0.5613395637052592
Pt3Sn3O2,400K,400,Sn,2,1.8626285242273822e-09,0.01038229765718316,0.2711169494905218
Pt3Sn3O2,500K,500,Pt,1,8.39455771650175e-08,0.5244134192354577,0.42122100304372473
Pt3Sn3O2,500K,500,PtSn,1,5.74644539129867e-08,0.5607998525520647,0.3496449324614159
Pt3Sn3O2,500K,500,Sn,1,1.3947626292520701e-08,0.22137522333179796,0.23202284912885818
Pt3Sn3O2,600K,600,Pt,2,1.283964952611492e-07,0.6924331146672662,0.5471141268647502
Pt3Sn3O2,600K,600,PtSn,2,9.279083446252488e-08,0.7173800440116738,0.4648335187179891
Pt3Sn3O2,600K,600,Sn,2,3.427949525624758e-08,0.6078219939477542,0.32962045864046896
Pt3Sn3O2,800K,800,Pt,2,2.1031339796073515e-07,0.7669235270894931,1.6890538555428793
Pt3Sn3O2,800K,800,PtSn,2,1.3549250734439152e-07,0.7520723868380563,1.321221780749692
Pt3Sn3O2,800K,800,Sn,4,1.650388308343161e-08,0.2362966474499803,0.5422811161755201
Pt3Sn3O2,900K,900,Pt,1,-9.839260954579207e-08,0.32329740428484194,2.1369920337153423
Pt3Sn3O2,900K,900,PtSn,1,-7.645981967009751e-08,0.349961957446668,1.6692074745232874
Pt3Sn3O2,900K,900,Sn,1,-4.041738866229743e-08,0.28185957948827417,0.9004904447396461
O2Sn8Pt7,1000K,1000,Pt,3,1.3171805497410479e-06,0.8637282824218576,8.58307620550872
O2Sn8Pt7,1000K,1000,PtSn,3,1.2484108968216437e-06,0.8612870235270527,8.437625302948263
O2Sn8Pt7,1000K,1000,Sn,4,1.1336479817937956e-06,0.8297944771463359,9.260180014527956
O2Sn8Pt7,1100K,1100,Pt,3,1.4329636636731522e-06,0.8321932873997971,11.9569194352784
O2Sn8Pt7,1100K,1100,PtSn,3,1.6554294834601347e-06,0.9135292480191846,10.519743895522769
O2Sn8Pt7,1100K,1100,Sn,4,2.3078218020091194e-06,0.9614171891185661,6.3458943209295775
O2Sn8Pt7,400K,400,Pt,1,-2.5846096211565104e-09,0.004643943541156815,0.4583727266822082
O2Sn8Pt7,400K,400,PtSn,1,-4.373898343096851e-10,0.00015746228748854515,0.4325294923177658
O2Sn8Pt7,400K,400,Sn,1,2.6501030995423974e-09,0.006118105558637808,0.39536944546527253
O2Sn8Pt7,500K,500,Pt,1,1.9538095667322866e-07,0.6976808137194412,0.5642926503355692
O2Sn8Pt7,500K,500,PtSn,1,2.0741578580032802e-07,0.7390757108914775,0.5433194790485361
O2Sn8Pt7,500K,500,Sn,1,2.247207428950584e-07,0.770579433972419,0.5131616227439142
O2Sn8Pt7,600K,600,Pt,3,-3.211107916187227e-08,0.4446623901096785,1.2097909190290104
O2Sn8Pt7,600K,600,PtSn,1,-6.616835092226357e-08,0.5579733546671548,1.332515439431974
O2Sn8Pt7,600K,600,Sn,2,-5.674683499838518e-09,0.019698184865525336,1.042622610752224
O2Sn8Pt7,900K,900,Pt,2,9.281957233250776e-07,0.8695995393086818,4.503939425427602
O2Sn8Pt7,900K,900,PtSn,4,8.382473561056118e-07,0.9301004062983286,3.413511670728141
O2Sn8Pt7,900K,900,Sn,4,1.033941640631668e-06,0.8953914580373651,3.6671276008913525
O2Pt7Sn7,1000K,1000,Pt,1,7.764788221867166e-07,0.5161638407133006,10.486512484272012
O2Pt7Sn7,1000K,1000,PtSn,3,1.0257178065688519e-06,0.8860114357530227,7.317220630837995
O2Pt7Sn7,1000K,1000,Sn,3,1.0318536600128006e-06,0.8642924156622476,6.858370893531882
O2Pt7Sn7,1100K,1100,Pt,5,2.214790061616649e-06,0.917709919258668,12.385383859554588
O2Pt7Sn7,1100K,1100,PtSn,4,2.2331970973245034e-06,0.9262440479732448,12.02525881783833
O2Pt7Sn7,1100K,1100,Sn,4,2.226089281853132e-06,0.9393075162208251,10.859888430973758
O2Pt7Sn7,200K,200,Pt,2,3.266142333747911e-08,0.6522813250806221,0.3022361472125329
